metraz,rozloha,energeticka_narocnost,stav,lokalita,cena,link
65,3+kk,B,Novostavba,stredni-cechy,6491215,https://www.sreality.cz/detail/prodej/byt/3+kk/brandys-nad-labem-stara-boleslav-brandys-nad-labem-augustina-lukese/2687845708
109,3+kk,B,Novostavba,stredni-cechy,12401700,https://www.sreality.cz/detail/prodej/byt/3+kk/dobrichovice-dobrichovice-lipova/71615052
109,4+kk,B,Novostavba,stredni-cechy,12404400,https://www.sreality.cz/detail/prodej/byt/4+kk/dobrichovice-dobrichovice-lipova/2390582604
77,3+kk,C,Ve velmi dobrém stavu,stredni-cechy,7790000,https://www.sreality.cz/detail/prodej/byt/3+kk/horomerice-horomerice-hrdinu/2168189516
67,3+kk,B,Novostavba,stredni-cechy,6390000,https://www.sreality.cz/detail/prodej/byt/3+kk/kolin-kolin-v-tridvorska/1980310092
86,3+kk,B,Novostavba,praha 4,17435897,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-michle-hodoninska/2079326796
87,3+kk,B,Novostavba,praha 4,12106685,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-modrany-mezi-vodami/886506060
82,3+kk,C,Ve velmi dobrém stavu,stredni-cechy,10499000,https://www.sreality.cz/detail/prodej/byt/3+kk/beroun-beroun-zavodi-na-golfu/2851000908
44,2+kk,C,Novostavba,stredni-cechy,7360000,https://www.sreality.cz/detail/prodej/byt/2+kk/hostivice-hostivice-b-nemcove/594149964
44,2+kk,C,Ve velmi dobrém stavu,stredni-cechy,4750000,https://www.sreality.cz/detail/prodej/byt/2+kk/pribram-pribram-v-zdabor-na-planinach/273809996
119,5+kk,C,Novostavba,praha 5,17748400,https://www.sreality.cz/detail/prodej/byt/5+kk/praha-stodulky-5-maje/3289330252
55,2+kk,C,Ve velmi dobrém stavu,stredni-cechy,4590000,https://www.sreality.cz/detail/prodej/byt/2+kk/horovice-horovice-na-okraji/3091337804
35,2+kk,G,Ve velmi dobrém stavu,praha 5,5790000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-kosire-pod-klamovkou/4091937356
47,2+kk,D,Po rekonstrukci,praha 8,6700000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-liben-braunerova/3066430028
94,3+kk,B,Novostavba,stredni-cechy,10400000,https://www.sreality.cz/detail/prodej/byt/3+kk/kolin-kolin-/724697676
109,4+kk,B,Novostavba,stredni-cechy,12401700,https://www.sreality.cz/detail/prodej/byt/4+kk/dobrichovice-dobrichovice-lipova/263132492
127,4+kk,G,Ve velmi dobrém stavu,praha 8,15990000,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-karlin-sokolovska/690094668
83,3+kk,C,Ve velmi dobrém stavu,stredni-cechy,8990000,https://www.sreality.cz/detail/prodej/byt/3+kk/hostivice-hostivice-toskanska/1920520780
84,3+kk,B,Novostavba,stredni-cechy,8362845,https://www.sreality.cz/detail/prodej/byt/3+kk/brandys-nad-labem-stara-boleslav-brandys-nad-labem-augustina-lukese/3022289756
96,3+kk,B,Novostavba,praha 8,16880000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-liben-vojenova/676463180
39,1+kk,G,Novostavba,stredni-cechy,4250000,https://www.sreality.cz/detail/prodej/byt/1+kk/klecany-klecany-v-honech/1495536204
72,3+kk,G,Ve velmi dobrém stavu,praha 4,10900000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-hodkovicky-sifarska/2638348876
62,3+kk,D,Ve velmi dobrém stavu,praha 4,7950000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-chodov-valentova/3538162252
76,3+kk,B,Novostavba,stredni-cechy,8714300,https://www.sreality.cz/detail/prodej/byt/3+kk/bakov-nad-jizerou-bakov-nad-jizerou-boleslavska/980361804
65,3+kk,C,Ve velmi dobrém stavu,praha 10,7190000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-zabehlice-ostruzinova/3652055628
64,2+kk,B,Novostavba,stredni-cechy,6500000,https://www.sreality.cz/detail/prodej/byt/2+kk/unhost-unhost-u-parketarny/3810656844
125,4+kk,G,Po rekonstrukci,praha 2,37900000,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-vinohrady-/286352716
112,3+kk,D,Po rekonstrukci,praha 7,17990000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-bubenec-na-vysinach/1664279116
51,2+kk,B,Novostavba,praha 5,9490000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-radlice-na-vysoke-i/1244332620
39,2+kk,B,Novostavba,praha 10,6575425,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-vrsovice-murmanska/413844044
90,2+kk,G,Po rekonstrukci,praha 2,25500000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-vinohrady-/3222365516
50,2+kk,D,Ve velmi dobrém stavu,praha 3,8890000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-zizkov-lucemburska/2794586700
54,2+kk,B,Novostavba,praha 8,8290000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-liben-zenklova/3180343884
95,4+kk,G,Ve velmi dobrém stavu,praha 9,14544000,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-vysocany-pod-harfou/714941004
36,1+kk,C,Ve velmi dobrém stavu,praha 4,5690000,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-kamyk-u-kamyku/4182377036
43,2+kk,B,Ve velmi dobrém stavu,stredni-cechy,4295000,https://www.sreality.cz/detail/prodej/byt/2+kk/mlada-boleslav-mlada-boleslav-ii-17-listopadu/699007564
78,2+kk,G,Ve velmi dobrém stavu,praha 2,14990000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-vinohrady-belgicka/3851166284
86,3+kk,D,Ve velmi dobrém stavu,praha 2,18800000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-vinohrady-sumavska/2521571916
42,2+kk,C,Ve velmi dobrém stavu,praha 10,6590000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-zabehlice-pracska/2794463820
40,1+kk,C,V dobrém stavu,praha 6,6700000,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-veleslavin-na-okraji/3667067468
45,2+kk,D,V dobrém stavu,stredni-cechy,3499000,https://www.sreality.cz/detail/prodej/byt/2+kk/netvorice-netvorice-sidliste-ii/432763468
58,2+kk,B,Novostavba,stredni-cechy,6501760,https://www.sreality.cz/detail/prodej/byt/2+kk/beroun-beroun-mesto-na-machovne/216662604
48,2+kk,G,Ve velmi dobrém stavu,praha 1,11390000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-nove-mesto-zitna/2052850252
33,1+kk,C,Ve velmi dobrém stavu,praha 4,5850000,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-michle-magistru/3237093964
77,3+kk,B,Novostavba,praha 4,12680472,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-modrany-zlochova/2667889228
55,3+kk,G,Ve velmi dobrém stavu,praha 9,6990000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-ujezd-nad-lesy-starokolinska/2541032012
48,2+kk,B,Ve velmi dobrém stavu,praha 10,5900000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-uhrineves-saturnova/1254888012
321,5+kk,B,Novostavba,stredni-cechy,12913048,https://www.sreality.cz/detail/prodej/byt/5+kk/celakovice-celakovice-krizikova/3250324556
89,3+kk,B,Novostavba,praha 8,14600000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-troja-mazurska/1813262924
36,2+kk,G,V dobrém stavu,stredni-cechy,2100000,https://www.sreality.cz/detail/prodej/byt/2+kk/zruc-nad-sazavou-zruc-nad-sazavou-/3311862348
51,2+kk,F,V dobrém stavu,praha 3,7100000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-zizkov-hartigova/3767534156
76,3+kk,C,Po rekonstrukci,praha 5,9900000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-zlicin-vsetinska/745996876
85,3+kk,G,Ve velmi dobrém stavu,stredni-cechy,8900000,https://www.sreality.cz/detail/prodej/byt/3+kk/nymburk-nymburk-na-splavech/203887180
32,1+kk,C,Ve velmi dobrém stavu,stredni-cechy,4490000,https://www.sreality.cz/detail/prodej/byt/1+kk/klecany-klecany-v-honech/3641119308
109,4+kk,B,Ve velmi dobrém stavu,stredni-cechy,9990000,https://www.sreality.cz/detail/prodej/byt/4+kk/pchery-humny-k-horce/698393164
115,3+kk,B,Ve velmi dobrém stavu,praha 9,15600000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-dolni-pocernice-za-luhem/3914240588
76,3+kk,E,Ve velmi dobrém stavu,praha 3,10990000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-zizkov-prokopovo-namesti/3217039948
81,3+kk,B,Novostavba,stredni-cechy,7151807,https://www.sreality.cz/detail/prodej/byt/3+kk/kostelec-nad-cernymi-lesy-kostelec-nad-cernymi-lesy-prazska/2312319564
87,4+kk,C,Novostavba,praha 8,12770000,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-dablice-dablicka/238547532
44,2+kk,G,Po rekonstrukci,praha 3,8780800,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-vinohrady-velehradska/2350842444
98,3+kk,C,Ve velmi dobrém stavu,praha 5,11500000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-zbraslav-sulova/234426956
75,3+kk,B,Ve velmi dobrém stavu,stredni-cechy,7949000,https://www.sreality.cz/detail/prodej/byt/3+kk/chyne-chyne-u-drahy/4253024844
51,2+kk,B,Novostavba,praha 8,11990000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-liben-smrckova/3759211084
96,4+kk,G,Ve velmi dobrém stavu,stredni-cechy,3800000,https://www.sreality.cz/detail/prodej/byt/4+kk/kutna-hora-kutna-hora-vnitrni-mesto-nadrazni/2316370508
48,2+kk,G,Po rekonstrukci,praha 10,7900000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-vrsovice-orelska/3505091148
80,2+kk,C,Ve velmi dobrém stavu,stredni-cechy,5700000,https://www.sreality.cz/detail/prodej/byt/2+kk/kolin-kolin-v-chelcickeho/458445900
35,1+kk,G,V dobrém stavu,praha 10,5900000,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-strasnice-nad-primaskou/3155231308
61,1+kk,C,V dobrém stavu,praha 9,5790000,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-hloubetin-konzumni/3744465484
30,1+kk,G,Ve velmi dobrém stavu,praha 9,6700000,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-liben-kovanecka/3623449164
70,3+kk,B,Novostavba,praha 9,10490000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-letnany-chlebovicka/3094086220
78,3+kk,B,Novostavba,stredni-cechy,7985171,https://www.sreality.cz/detail/prodej/byt/3+kk/brandys-nad-labem-stara-boleslav-brandys-nad-labem-augustina-lukese/1642476108
73,3+kk,D,Ve velmi dobrém stavu,praha 5,10490000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-stodulky-petrzilkova/2135003724
50,2+kk,B,Novostavba,praha 9,9390000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-hloubetin-waltariho/3586064972
43,2+kk,B,Po rekonstrukci,praha 9,5490000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-hloubetin-rochovska/3074490956
49,2+kk,B,Ve velmi dobrém stavu,stredni-cechy,6390000,https://www.sreality.cz/detail/prodej/byt/2+kk/hostivice-hostivice-zitna/3651142220
43,2+kk,G,V dobrém stavu,praha 7,7390000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-holesovice-pristavni/3319857740
68,3+kk,G,V dobrém stavu,stredni-cechy,3290000,https://www.sreality.cz/detail/prodej/byt/3+kk/neveklov-neveklov-taborska/3526242892
81,3+kk,C,Po rekonstrukci,praha 10,9890000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-zabehlice-ellnerove/3838706252
53,2+kk,B,Ve velmi dobrém stavu,praha 9,7950000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-vysocany-cerpadlova/628167244
46,2+kk,D,Po rekonstrukci,praha 4,6390000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-chodov-bachova/3506008652
39,1+kk,G,Po rekonstrukci,praha 1,9500000,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-stare-mesto-masna/39846476
53,2+kk,F,Ve velmi dobrém stavu,praha 5,6900000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-smichov-na-plzence/770273868
39,1+kk,C,Novostavba,praha 5,4290000,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-kosire-plzenska/2697462348
36,1+kk,B,Ve velmi dobrém stavu,praha 9,5490000,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-letnany-standerova/3405840972
132,2+kk,C,Novostavba,praha 3,14100000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-zizkov-pitterova/1685459532
47,2+kk,C,Ve velmi dobrém stavu,praha 10,5990000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-horni-mecholupy-bolonska/3776778828
41,1+kk,B,Ve velmi dobrém stavu,praha 5,6590000,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-lochkov-cementarska/485061196
66,3+kk,D,Po rekonstrukci,praha 8,4590000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-liben-vacinova/1400963660
101,4+kk,B,Novostavba,stredni-cechy,8290000,https://www.sreality.cz/detail/prodej/byt/4+kk/nymburk-drahelice-/869544524
87,3+kk,G,Novostavba,stredni-cechy,9999998,https://www.sreality.cz/detail/prodej/byt/3+kk/klicany-klicany-na-cihelne/2539651660
97,3+kk,G,Novostavba,praha 5,18500000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-radlice-radlicka/3516990028
91,4+kk,G,Ve velmi dobrém stavu,praha 4,17099000,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-podoli-prava/28377676
41,2+kk,D,V dobrém stavu,stredni-cechy,2990000,https://www.sreality.cz/detail/prodej/byt/2+kk/kraluv-dvur-kraluv-dvur-plzenska/4004577868
43,2+kk,B,Ve velmi dobrém stavu,praha 5,6775275,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-stodulky-heranova/1837171276
116,5+kk,B,Novostavba,stredni-cechy,10490000,https://www.sreality.cz/detail/prodej/byt/5+kk/stehelceves-stehelceves-hlavni/1595904588
36,1+kk,B,Novostavba,praha 10,6490000,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-strasnice-stechovicka/2013446732
42,2+kk,G,Ve velmi dobrém stavu,praha 10,8550000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-vrsovice-ruska/734069324
57,1+kk,C,Novostavba,stredni-cechy,4290000,https://www.sreality.cz/detail/prodej/byt/1+kk/milovice-mlada-armadni/2911765068
100,3+kk,B,Novostavba,stredni-cechy,9987880,https://www.sreality.cz/detail/prodej/byt/3+kk/brandys-nad-labem-stara-boleslav-brandys-nad-labem-augustina-lukese/2167752012
106,4+kk,B,Novostavba,stredni-cechy,10650972,https://www.sreality.cz/detail/prodej/byt/4+kk/morina-morina-/3864347724
72,3+kk,B,Novostavba,stredni-cechy,7998000,https://www.sreality.cz/detail/prodej/byt/3+kk/slapy-slapy-/3163492940
40,1+kk,G,Ve velmi dobrém stavu,praha 4,5900000,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-modrany-mezi-vodami/1926300236
47,2+kk,C,V dobrém stavu,praha 10,6380000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-uhrineves-pratelstvi/3308962380
67,3+kk,B,Ve velmi dobrém stavu,stredni-cechy,6290000,https://www.sreality.cz/detail/prodej/byt/3+kk/chotetov-chotetov-do-hacek/411492940
62,2+kk,C,Ve velmi dobrém stavu,praha 4,8990000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-michle-magistru/2504315468
56,2+kk,B,Novostavba,praha 5,9860000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-velka-chuchle-na-hvezdarne/966001228
62,2+kk,C,Ve velmi dobrém stavu,praha 2,16750000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-vinohrady-italska/2051052108
64,3+kk,D,Ve velmi dobrém stavu,stredni-cechy,4595000,https://www.sreality.cz/detail/prodej/byt/3+kk/benatky-nad-jizerou-benatky-nad-jizerou-ii-orechova/92685644
55,3+kk,D,Ve velmi dobrém stavu,praha 4,7100000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-krc-janosikova/711684684
116,5+kk,B,Novostavba,stredni-cechy,10490000,https://www.sreality.cz/detail/prodej/byt/5+kk/stehelceves-stehelceves-hlavni/1595904588
125,4+kk,E,Ve velmi dobrém stavu,praha 7,11490000,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-bubenec-havanska/4238431564
241,5+kk,G,Ve velmi dobrém stavu,praha 1,54700000,https://www.sreality.cz/detail/prodej/byt/5+kk/praha-stare-mesto-/662401612
100,3+kk,G,Ve velmi dobrém stavu,praha 2,16880000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-nove-mesto-pod-slovany/1595576908
45,2+kk,B,Po rekonstrukci,praha 9,7490000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-hostavice-u-hostavickeho-potoka/2909930060
93,3+kk,D,Ve velmi dobrém stavu,praha 7,13800000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-holesovice-strojnicka/3174904396
42,1+kk,C,Ve velmi dobrém stavu,praha 3,6799000,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-zizkov-k-lucinam/2253587020
79,4+kk,G,V dobrém stavu,stredni-cechy,6500000,https://www.sreality.cz/detail/prodej/byt/4+kk/slany-slany-wilsonova/3374514764
116,5+kk,B,Novostavba,stredni-cechy,9890000,https://www.sreality.cz/detail/prodej/byt/5+kk/stehelceves-stehelceves-hlavni/3995046476
35,2+kk,C,V dobrém stavu,praha 10,4990000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-hostivar-gercenova/3866759756
103,3+kk,B,Novostavba,praha 4,16499000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-michle-hodoninska/2941452876
35,1+kk,A,V dobrém stavu,stredni-cechy,4470000,https://www.sreality.cz/detail/prodej/byt/1+kk/odolena-voda-odolena-voda-pod-sokolakem/1796739660
94,4+kk,B,Novostavba,stredni-cechy,8347000,https://www.sreality.cz/detail/prodej/byt/4+kk/kolin-kolin-/2603745868
53,2+kk,C,Ve velmi dobrém stavu,praha 9,6500000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-hloubetin-slevacska/2924016204
44,2+kk,G,V dobrém stavu,stredni-cechy,2890000,https://www.sreality.cz/detail/prodej/byt/2+kk/rakovnik-rakovnik-ii-samotka/633471564
90,5+kk,G,Ve velmi dobrém stavu,praha 9,12290000,https://www.sreality.cz/detail/prodej/byt/5+kk/praha-cerny-most-/588382796
48,2+kk,C,Ve velmi dobrém stavu,praha 3,8190000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-zizkov-jeseniova/2159743564
49,2+kk,B,Ve velmi dobrém stavu,praha 9,8490000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-hloubetin-saarinenova/2276069964
64,3+kk,C,Ve velmi dobrém stavu,stredni-cechy,5200000,https://www.sreality.cz/detail/prodej/byt/3+kk/kladno-krocehlavy-gen-piky/3684172364
74,3+kk,D,Ve velmi dobrém stavu,praha 4,7350000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-nusle-na-jezerce/2417832524
105,3+kk,G,Ve velmi dobrém stavu,praha 5,16300000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-kosire-pred-cibulkami/3098853964
67,3+kk,D,V dobrém stavu,stredni-cechy,4980000,https://www.sreality.cz/detail/prodej/byt/3+kk/cesky-brod-cesky-brod-28-rijna/3850961484
48,2+kk,G,Ve velmi dobrém stavu,stredni-cechy,5890000,https://www.sreality.cz/detail/prodej/byt/2+kk/klecany-klecany-v-honech/1729102412
63,3+kk,G,V dobrém stavu,stredni-cechy,6390000,https://www.sreality.cz/detail/prodej/byt/3+kk/beroun-beroun-mesto-zahoranska/3420582476
86,3+kk,G,Ve velmi dobrém stavu,praha 5,8999000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-smichov-peroutkova/288179532
79,3+kk,E,Ve velmi dobrém stavu,praha 1,16490000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-nove-mesto-nekazanka/3590857292
144,3+kk,G,Ve velmi dobrém stavu,praha 1,27999000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-mala-strana-maltezske-namesti/131142988
26,1+kk,G,Ve velmi dobrém stavu,praha 1,6990000,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-nove-mesto-pricna/2063598156
22,1+kk,C,V dobrém stavu,praha 9,4490000,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-hloubetin-mochovska/1095696972
101,3+kk,B,Ve velmi dobrém stavu,praha 10,15990000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-horni-mecholupy-padovska/425640524
80,3+kk,B,Ve velmi dobrém stavu,praha 5,16490000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-smichov-siklove/632799820
90,3+kk,A,Novostavba,stredni-cechy,9080000,https://www.sreality.cz/detail/prodej/byt/3+kk/kladno-kladno-u-engerthu/1079850316
52,2+kk,B,Novostavba,stredni-cechy,4849000,https://www.sreality.cz/detail/prodej/byt/2+kk/horovice-horovice-k-bazantnici/2258829900
29,1+kk,D,Ve velmi dobrém stavu,praha 4,4990000,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-hodkovicky-pod-lysinami/1337131596
73,3+kk,B,Novostavba,stredni-cechy,7392112,https://www.sreality.cz/detail/prodej/byt/3+kk/brandys-nad-labem-stara-boleslav-brandys-nad-labem-augustina-lukese/2793755980
93,3+kk,B,Novostavba,stredni-cechy,9497880,https://www.sreality.cz/detail/prodej/byt/3+kk/brandys-nad-labem-stara-boleslav-brandys-nad-labem-augustina-lukese/3164799564
49,2+kk,D,Ve velmi dobrém stavu,praha 2,11490000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-vinohrady-rimska/2692940364
79,3+kk,B,Novostavba,stredni-cechy,8790000,https://www.sreality.cz/detail/prodej/byt/3+kk/svinare-svinare-na-pastvinach/6357580
99,3+kk,B,Novostavba,stredni-cechy,8993900,https://www.sreality.cz/detail/prodej/byt/3+kk/brandys-nad-labem-stara-boleslav-brandys-nad-labem-augustina-lukese/3469935180
86,3+kk,G,Ve velmi dobrém stavu,stredni-cechy,5550000,https://www.sreality.cz/detail/prodej/byt/3+kk/nizbor-nizbor-krivoklatska/3873440332
101,3+kk,B,Ve velmi dobrém stavu,stredni-cechy,11990000,https://www.sreality.cz/detail/prodej/byt/3+kk/beroun-beroun-zavodi-na-veselou/775807564
65,2+kk,D,Ve velmi dobrém stavu,stredni-cechy,5495000,https://www.sreality.cz/detail/prodej/byt/2+kk/kralupy-nad-vltavou-kralupy-nad-vltavou-vrchlickeho/459219532
115,5+kk,B,Novostavba,praha 9,15980000,https://www.sreality.cz/detail/prodej/byt/5+kk/praha-hostavice-pasecka/1074991692
54,2+kk,B,Ve velmi dobrém stavu,praha 9,7020000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-horni-pocernice-slatinanska/2808152652
60,2+kk,G,Po rekonstrukci,praha 4,8499000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-nusle-na-pankraci/1804730956
70,2+kk,D,Ve velmi dobrém stavu,praha 10,9490000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-vrsovice-ruska/431030860
175,3+kk,G,Ve velmi dobrém stavu,praha 2,20750000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-vinohrady-vinohradska/946296140
96,3+kk,B,Novostavba,praha 3,15370000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-strasnice-zverinova/1131405900
73,3+kk,B,Ve velmi dobrém stavu,praha 2,20996100,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-vinohrady-belgicka/1108873804
88,3+kk,C,Ve velmi dobrém stavu,stredni-cechy,9660000,https://www.sreality.cz/detail/prodej/byt/3+kk/prezletice-prezletice-vinorska/1286734412
36,1+kk,B,Ve velmi dobrém stavu,praha 10,5200000,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-kolovraty-medunkova/2746417740
138,4+kk,G,V dobrém stavu,praha 9,7990000,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-kbely-semilska/2512097868
45,1+kk,B,Novostavba,praha 9,7790000,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-letnany-skrabkovych/3135578700
53,2+kk,D,Ve velmi dobrém stavu,praha 10,8500000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-vrsovice-slovinska/1344893516
58,3+kk,C,Po rekonstrukci,praha 4,8490000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-podoli-pujmanove/91030092
47,2+kk,C,Po rekonstrukci,praha 4,5850000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-chodov-ceneticka/862229068
145,5+kk,G,V dobrém stavu,praha 3,14990000,https://www.sreality.cz/detail/prodej/byt/5+kk/praha-vinohrady-borivojova/1148641868
66,2+kk,B,Ve velmi dobrém stavu,praha 8,11705000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-karlin-jirsikova/3508531788
40,1+kk,A,Novostavba,praha 9,6200000,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-vysocany-fafkovych/838861388
80,3+kk,B,Novostavba,praha 5,15021498,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-smichov-nad-koulkou/42771020
43,2+kk,D,Ve velmi dobrém stavu,praha 4,5781500,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-chodov-podjavorinske/4116279884
81,3+kk,C,Po rekonstrukci,praha 10,9890000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-zabehlice-ellnerove/3838706252
145,5+kk,G,V dobrém stavu,praha 3,14990000,https://www.sreality.cz/detail/prodej/byt/5+kk/praha-vinohrady-lucemburska/1164239436
42,2+kk,C,Ve velmi dobrém stavu,praha 5,7490000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-zbraslav-neumannova/3076092492
103,3+kk,B,Ve velmi dobrém stavu,praha 3,15500000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-zizkov-olsanska/3220034124
78,3+kk,B,Novostavba,stredni-cechy,7990190,https://www.sreality.cz/detail/prodej/byt/3+kk/brandys-nad-labem-stara-boleslav-brandys-nad-labem-augustina-lukese/1954895180
42,2+kk,G,Ve velmi dobrém stavu,praha 1,11900000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-nove-mesto-krakovska/2956075596
93,4+kk,A,Po rekonstrukci,stredni-cechy,9150000,https://www.sreality.cz/detail/prodej/byt/4+kk/svemyslice-svemyslice-/2591101516
99,3+kk,A,Po rekonstrukci,stredni-cechy,8650000,https://www.sreality.cz/detail/prodej/byt/3+kk/svemyslice-svemyslice-/4144439884
89,3+kk,A,Po rekonstrukci,stredni-cechy,8650000,https://www.sreality.cz/detail/prodej/byt/3+kk/svemyslice-svemyslice-/3933278796
97,4+kk,A,Po rekonstrukci,stredni-cechy,9650000,https://www.sreality.cz/detail/prodej/byt/4+kk/svemyslice-svemyslice-/2970034764
100,3+kk,G,Ve velmi dobrém stavu,praha 1,13980000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-nove-mesto-klimentska/2115121740
107,4+kk,C,Ve velmi dobrém stavu,praha 10,13925000,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-strasnice-benicka/3129610828
143,4+kk,G,Ve velmi dobrém stavu,praha 7,18490000,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-holesovice-bubenska/3103707724
