metraz,rozloha,energeticka_narocnost,stav,lokalita,cena,link
83,2+kk,C,Novostavba,praha 4,11300000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-modrany-piskarska/3229418060
44,1+kk,B,Po rekonstrukci,praha 8,7290000,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-bohnice-v-zamcich/1933214284
113,4+kk,B,Novostavba,praha 5,15110000,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-hlubocepy-steparska/1414477132
86,2+kk,C,Ve velmi dobrém stavu,praha 4,9490000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-kunratice-k-vaclavce/2107179596
55,2+kk,B,Ve velmi dobrém stavu,praha 8,7958784,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-liben-brezenska/3019256396
53,2+kk,B,Po rekonstrukci,praha 8,8890000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-bohnice-v-zamcich/3556811340
58,2+kk,B,Novostavba,praha 6,16088000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-praha-vitezne-namesti/4216795724
28,1+kk,D,Ve velmi dobrém stavu,praha 5,4595000,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-jinonice-peroutkova/4070113868
51,2+kk,A,Novostavba,stredni-cechy,6631300,https://www.sreality.cz/detail/prodej/byt/2+kk/mlada-boleslav-mlada-boleslav-ii-husova/193712716
55,2+kk,A,Novostavba,stredni-cechy,7205900,https://www.sreality.cz/detail/prodej/byt/2+kk/mlada-boleslav-mlada-boleslav-ii-husova/1284231756
200,5+kk,G,V dobrém stavu,praha 3,14999000,https://www.sreality.cz/detail/prodej/byt/5+kk/praha-zizkov-sladkovskeho-namesti/1050608204
119,3+kk,G,Po rekonstrukci,praha 5,16900000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-smichov-drtinova/3729026396
99,2+kk,B,Novostavba,praha 6,12415560,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-suchdol-u-hotelu/2468782668
87,3+kk,G,Ve velmi dobrém stavu,praha 1,16499000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-nove-mesto-politickych-veznu/1507787340
51,2+kk,G,Ve velmi dobrém stavu,praha 10,5300000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-strasnice-cernokostelecka/450229580
116,2+kk,B,Novostavba,praha 6,9222768,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-suchdol-u-hotelu/2176950860
75,2+kk,B,Novostavba,praha 6,9583800,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-suchdol-u-hotelu/1525785164
69,4+kk,G,Ve velmi dobrém stavu,praha 4,7600000,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-chodov-jazlovicka/2313286220
84,4+kk,G,Ve velmi dobrém stavu,praha 4,8990000,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-kamyk-zarubova/1226506828
120,3+kk,C,Po rekonstrukci,stredni-cechy,13399000,https://www.sreality.cz/detail/prodej/byt/3+kk/mlada-boleslav-mlada-boleslav-i-zelezna/3789488716
52,2+kk,B,Novostavba,praha 5,10900000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-smichov-podbelohorska/99926604
127,4+kk,G,Ve velmi dobrém stavu,praha 5,13990000,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-kosire-u-lesika/2735383116
54,2+kk,G,V dobrém stavu,praha 10,8904600,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-vrsovice-zitomirska/1217737292
28,1+kk,G,Po rekonstrukci,praha 10,4305000,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-vrsovice-zitomirska/3965989452
116,4+kk,G,Ve velmi dobrém stavu,praha 3,22973000,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-zizkov-borivojova/1689592396
29,1+kk,B,Novostavba,praha 10,5270744,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-zabehlice-milinska/2031813196
63,3+kk,G,Ve velmi dobrém stavu,praha 5,8300000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-smichov-radlicka/3873968716
68,3+kk,G,Ve velmi dobrém stavu,praha 4,9490000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-nusle-zateckych/1185395276
50,2+kk,G,V dobrém stavu,praha 10,8168000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-vrsovice-zitomirska/3745550924
89,3+kk,C,Ve velmi dobrém stavu,praha 4,12499000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-hodkovicky-u-zatisi/278082124
39,1+kk,C,Ve velmi dobrém stavu,praha 9,5990000,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-letnany-miroslava-hajna/3133526604
102,3+kk,B,Novostavba,stredni-cechy,15699900,https://www.sreality.cz/detail/prodej/byt/3+kk/cernosice-cernosice-riegrova/2673541708
81,3+kk,B,Novostavba,praha 5,10300000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-trebonice-do-zahradek-ii/2990465612
57,2+kk,G,Ve velmi dobrém stavu,praha 4,7990000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-libus-v-koute/2510406220
56,2+kk,G,Ve velmi dobrém stavu,stredni-cechy,4350000,https://www.sreality.cz/detail/prodej/byt/2+kk/vinarice-vinarice-/3797467724
97,4+kk,A,Po rekonstrukci,stredni-cechy,9950000,https://www.sreality.cz/detail/prodej/byt/4+kk/svemyslice-svemyslice-/2970034764
107,4+kk,C,Ve velmi dobrém stavu,praha 10,13925000,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-strasnice-benicka/3129610828
42,2+kk,G,Ve velmi dobrém stavu,praha 1,11900000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-nove-mesto-krakovska/2956075596
100,3+kk,G,Ve velmi dobrém stavu,praha 1,13980000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-nove-mesto-klimentska/2115121740
95,3+kk,A,Po rekonstrukci,stredni-cechy,9490000,https://www.sreality.cz/detail/prodej/byt/3+kk/svemyslice-svemyslice-/1826628172
100,4+kk,G,Po rekonstrukci,praha 9,14490000,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-hloubetin-/3678339660
38,1+kk,B,Novostavba,praha 3,6369000,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-zizkov-malesicka/3041894988
38,2+kk,C,Ve velmi dobrém stavu,praha 4,5750000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-libus-dobronicka/2624520780
151,4+kk,A,Novostavba,praha 5,28990000,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-praha-ke-smichovu/4134609484
38,1+kk,B,Novostavba,praha 3,6171000,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-zizkov-malesicka/230466124
44,2+kk,G,Po rekonstrukci,praha 9,6388000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-vysocany-freyova/60293708
57,3+kk,B,Novostavba,praha 8,9180000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-dolni-chabry-kobyliska/1384645196
91,4+kk,D,Ve velmi dobrém stavu,praha 4,12800000,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-ujezd-u-pruhonic-proutena/327680588
143,4+kk,G,Ve velmi dobrém stavu,praha 7,18490000,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-holesovice-bubenska/3103707724
39,2+kk,B,Novostavba,praha 8,6650000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-dolni-chabry-kobyliska/1820852812
84,3+kk,B,Novostavba,praha 8,15935680,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-dolni-chabry-u-traktorky/3351585356
20,1+kk,E,Ve velmi dobrém stavu,praha 10,3900000,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-vrsovice-kosicka/4210557516
71,2+kk,C,Novostavba,praha 10,10513900,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-hostivar-prazska/2066924108
62,3+kk,B,Novostavba,praha 8,11200000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-dolni-chabry-kobyliska/763888204
65,2+kk,C,Novostavba,praha 6,23990000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-brevnov-u-petrin/251736652
37,1+kk,B,V dobrém stavu,praha 5,6250000,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-zlicin-tvrdonicka/83427916
110,4+kk,B,Novostavba,stredni-cechy,8973000,https://www.sreality.cz/detail/prodej/byt/4+kk/husinec-rez-k-piskovne/3953721932
54,2+kk,D,Ve velmi dobrém stavu,praha 2,9400000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-nove-mesto-trojanova/2127766092
49,2+kk,C,Novostavba,praha 9,7650000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-kyje-breclavska/3236495948
60,2+kk,B,Novostavba,stredni-cechy,6994400,https://www.sreality.cz/detail/prodej/byt/2+kk/velke-prilepy-velke-prilepy-prazska/763028044
52,2+kk,D,Po rekonstrukci,praha 6,5950000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-repy-zalanskeho/1197986380
119,3+kk,G,Po rekonstrukci,praha 5,16900000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-smichov-drtinova/3729026396
51,2+kk,A,Novostavba,stredni-cechy,6631300,https://www.sreality.cz/detail/prodej/byt/2+kk/mlada-boleslav-mlada-boleslav-ii-husova/193712716
86,2+kk,C,Ve velmi dobrém stavu,praha 4,9490000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-kunratice-k-vaclavce/2107179596
28,1+kk,D,Ve velmi dobrém stavu,praha 5,4595000,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-jinonice-peroutkova/4070113868
110,4+kk,B,Novostavba,stredni-cechy,8973000,https://www.sreality.cz/detail/prodej/byt/4+kk/husinec-rez-k-piskovne/3953721932
116,5+kk,B,Novostavba,stredni-cechy,9890000,https://www.sreality.cz/detail/prodej/byt/5+kk/stehelceves-stehelceves-hlavni/3995046476
71,2+kk,C,Novostavba,praha 10,10513900,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-hostivar-prazska/2066924108
79,3+kk,G,Ve velmi dobrém stavu,praha 4,8990000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-michle-primeticka/3682931276
140,4+kk,G,Ve velmi dobrém stavu,praha 1,39900000,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-josefov-maiselova/2788815436
69,2+kk,B,Novostavba,praha 5,9970000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-praha-5-holeckova/45421132
52,2+kk,D,Po rekonstrukci,praha 6,5950000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-repy-zalanskeho/1197986380
104,4+kk,B,Novostavba,praha 4,18846200,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-nusle-belehradska/1954878028
43,2+kk,B,Novostavba,praha 4,8206200,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-nusle-belehradska/1351946828
54,2+kk,B,Ve velmi dobrém stavu,praha 10,8250000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-dolni-mecholupy-kardausova/4046004812
65,2+kk,C,Novostavba,praha 6,23990000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-brevnov-u-petrin/251736652
81,3+kk,G,Ve velmi dobrém stavu,praha 1,15900000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-stare-mesto-konviktska/2008355404
116,4+kk,B,Novostavba,praha 4,18894400,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-nusle-belehradska/263524940
116,5+kk,B,Novostavba,stredni-cechy,10490000,https://www.sreality.cz/detail/prodej/byt/5+kk/stehelceves-stehelceves-hlavni/1595904588
37,2+kk,G,Po rekonstrukci,praha 2,7900000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-praha-2-wenzigova/61538892
39,1+kk,B,Novostavba,praha 4,7685000,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-nusle-belehradska/195367500
33,1+kk,C,Novostavba,praha 10,6000000,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-praha-10-pocernicka/1507136076
30,1+kk,B,Novostavba,praha 4,5790000,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-nusle-belehradska/1890914892
98,5+kk,C,Ve velmi dobrém stavu,praha 4,9890000,https://www.sreality.cz/detail/prodej/byt/5+kk/praha-chodov-ke-katerinkam/4181594700
65,2+kk,B,Novostavba,stredni-cechy,11900000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-praha-/682295884
110,5+kk,B,Novostavba,praha 10,13990000,https://www.sreality.cz/detail/prodej/byt/5+kk/praha-hostivar-miranova/2458378828
109,3+kk,B,Novostavba,praha 10,11790000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-hostivar-miranova/159900236
50,2+kk,C,Novostavba,praha 5,8755000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-stodulky-laurinova/600506956
90,3+kk,C,V dobrém stavu,praha 10,11900000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-uhrineves-ingrisova/4103991884
68,3+kk,G,Ve velmi dobrém stavu,praha 4,9490000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-nusle-zateckych/1185395276
152,5+kk,D,V dobrém stavu,stredni-cechy,7900000,https://www.sreality.cz/detail/prodej/byt/5+kk/melnik-melnik-kokorinska/3134915148
50,1+kk,G,Ve velmi dobrém stavu,praha 8,7490000,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-liben-vojenova/229241420
57,2+kk,C,Po rekonstrukci,praha 10,8500000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-strasnice-ve-stinu/2235875916
54,2+kk,G,V dobrém stavu,praha 10,8904600,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-vrsovice-zitomirska/1217737292
151,5+kk,B,Novostavba,praha 6,20303664,https://www.sreality.cz/detail/prodej/byt/5+kk/praha-suchdol-u-hotelu/40997452
107,5+kk,B,Novostavba,praha 10,13999000,https://www.sreality.cz/detail/prodej/byt/5+kk/praha-hostivar-miranova/3554730572
28,1+kk,B,Novostavba,praha 3,5701890,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-zizkov-jana-zelivskeho/1640694348
174,3+kk,B,Ve velmi dobrém stavu,praha 6,14659200,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-suchdol-u-hotelu/1141895756
141,4+kk,B,Novostavba,praha 6,21244104,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-suchdol-u-hotelu/4014051916
130,5+kk,B,Novostavba,praha 6,18916464,https://www.sreality.cz/detail/prodej/byt/5+kk/praha-suchdol-u-hotelu/59413068
51,2+kk,C,Ve velmi dobrém stavu,praha 5,8600000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-praha-plzenska/82698828
60,2+kk,B,Novostavba,praha 3,10362000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-zizkov-malesicka/1799348812
86,3+kk,G,Ve velmi dobrém stavu,stredni-cechy,5900000,https://www.sreality.cz/detail/prodej/byt/3+kk/milovice-mlada-kastanova/2815099468
117,4+kk,B,Novostavba,praha 6,16886760,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-suchdol-u-hotelu/4282819148
89,3+kk,C,Ve velmi dobrém stavu,praha 4,12499000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-hodkovicky-u-zatisi/278082124
119,4+kk,B,Novostavba,praha 6,17706480,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-suchdol-u-hotelu/2827129420
22,1+kk,C,V dobrém stavu,praha 8,3750000,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-kobylisy-kyselova/709694028
49,2+kk,A,Novostavba,praha 9,8100000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-vysocany-u-lidoveho-domu/3925152332
120,3+kk,C,Po rekonstrukci,stredni-cechy,13399000,https://www.sreality.cz/detail/prodej/byt/3+kk/mlada-boleslav-mlada-boleslav-i-zelezna/3789488716
118,4+kk,B,Novostavba,praha 6,17172000,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-suchdol-u-hotelu/1646699084
120,4+kk,D,Po rekonstrukci,praha 6,14950000,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-ruzyne-drnovska/440975948
66,3+kk,G,Ve velmi dobrém stavu,praha 9,7490000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-letnany-malkovskeho/4055175756
49,2+kk,A,Novostavba,praha 9,8050000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-vysocany-u-lidoveho-domu/1240797772
127,4+kk,G,Ve velmi dobrém stavu,praha 5,13990000,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-kosire-u-lesika/2735383116
87,3+kk,G,Ve velmi dobrém stavu,praha 1,16499000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-nove-mesto-politickych-veznu/1507787340
96,4+kk,C,Ve velmi dobrém stavu,stredni-cechy,13280000,https://www.sreality.cz/detail/prodej/byt/4+kk/cernosice-cernosice-ostruzinova/1543438924
48,2+kk,B,Ve velmi dobrém stavu,praha 4,6230000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-kamyk-papirnikova/2565800524
89,3+kk,A,Po rekonstrukci,stredni-cechy,8900000,https://www.sreality.cz/detail/prodej/byt/3+kk/svemyslice-svemyslice-/3933278796
84,3+kk,G,V dobrém stavu,praha 9,8900000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-vysocany-kolbenova/3434164812
93,4+kk,A,Po rekonstrukci,stredni-cechy,9450000,https://www.sreality.cz/detail/prodej/byt/4+kk/svemyslice-svemyslice-/2591101516
41,1+kk,G,Ve velmi dobrém stavu,praha 10,7700000,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-vrsovice-moskevska/3894137420
80,3+kk,B,Novostavba,praha 5,15021498,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-smichov-nad-koulkou/42771020
42,2+kk,C,Ve velmi dobrém stavu,praha 10,6590000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-zabehlice-pracska/2794463820
52,2+kk,B,Novostavba,praha 5,10900000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-smichov-podbelohorska/99926604
99,3+kk,A,Po rekonstrukci,stredni-cechy,8900000,https://www.sreality.cz/detail/prodej/byt/3+kk/svemyslice-svemyslice-/4144439884
58,2+kk,B,Novostavba,praha 6,14565000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-praha-vitezne-namesti/1311037004
98,3+kk,C,Po rekonstrukci,stredni-cechy,6290000,https://www.sreality.cz/detail/prodej/byt/3+kk/milovice-mlada-kastanova/3373732428
42,1+kk,C,Ve velmi dobrém stavu,stredni-cechy,2200000,https://www.sreality.cz/detail/prodej/byt/1+kk/breznice-breznice-dolni-valy/62329420
59,2+kk,B,Novostavba,praha 5,10450000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-velka-chuchle-na-hvezdarne/3262235212
43,2+kk,D,Ve velmi dobrém stavu,praha 10,7160000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-uhrineves-u-uhrineveske-obory/4028105292
20,1+kk,E,Ve velmi dobrém stavu,praha 10,3900000,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-vrsovice-kosicka/4210557516
67,3+kk,F,V dobrém stavu,stredni-cechy,2990000,https://www.sreality.cz/detail/prodej/byt/3+kk/kostelec-nad-labem-kostelec-nad-labem-neratovicka/1063354956
84,3+kk,B,Novostavba,praha 8,15935680,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-dolni-chabry-u-traktorky/3351585356
116,5+kk,B,Novostavba,stredni-cechy,10490000,https://www.sreality.cz/detail/prodej/byt/5+kk/stehelceves-stehelceves-hlavni/1595904588
75,3+kk,B,Novostavba,stredni-cechy,7190000,https://www.sreality.cz/detail/prodej/byt/3+kk/polerady-polerady-/2649227852
42,2+kk,G,Ve velmi dobrém stavu,stredni-cechy,3970000,https://www.sreality.cz/detail/prodej/byt/2+kk/mlada-boleslav-mlada-boleslav-ii-jana-palacha/1330455116
68,2+kk,E,Ve velmi dobrém stavu,stredni-cechy,5490000,https://www.sreality.cz/detail/prodej/byt/2+kk/vlasim-vlasim-palackeho-nam/2685928012
98,4+kk,B,Novostavba,stredni-cechy,8750000,https://www.sreality.cz/detail/prodej/byt/4+kk/jizerni-vtelno-jizerni-vtelno-/3364782668
46,2+kk,G,Po rekonstrukci,praha 10,9546000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-vrsovice-na-spojce/3754484300
85,4+kk,C,Ve velmi dobrém stavu,praha 9,9600000,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-letnany-malkovskeho/1462142028
107,5+kk,B,Novostavba,praha 10,13999000,https://www.sreality.cz/detail/prodej/byt/5+kk/praha-hostivar-miranova/3554730572
109,3+kk,B,Novostavba,praha 10,11790000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-hostivar-miranova/159900236
79,3+kk,G,Po rekonstrukci,praha 10,17193900,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-vrsovice-na-spojce/1875436108
37,2+kk,C,Po rekonstrukci,praha 4,5590000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-krc-sladkovicova/3983082060
101,4+kk,G,Ve velmi dobrém stavu,stredni-cechy,14000000,https://www.sreality.cz/detail/prodej/byt/4+kk/jenstejn-jenstejn-kovarska/946405964
141,4+kk,B,Novostavba,praha 6,21244104,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-suchdol-u-hotelu/4014051916
110,5+kk,B,Novostavba,praha 10,13990000,https://www.sreality.cz/detail/prodej/byt/5+kk/praha-hostivar-miranova/2458378828
117,4+kk,B,Novostavba,praha 6,16886760,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-suchdol-u-hotelu/4282819148
67,3+kk,F,Po rekonstrukci,praha 4,8590000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-zabehlice-bozkovska/23659084
118,4+kk,B,Novostavba,praha 6,17172000,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-suchdol-u-hotelu/1646699084
151,5+kk,B,Novostavba,praha 6,20303664,https://www.sreality.cz/detail/prodej/byt/5+kk/praha-suchdol-u-hotelu/40997452
119,4+kk,B,Novostavba,praha 6,17706480,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-suchdol-u-hotelu/2827129420
174,3+kk,B,Ve velmi dobrém stavu,praha 6,14659200,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-suchdol-u-hotelu/1141895756
42,2+kk,C,Ve velmi dobrém stavu,praha 10,6590000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-zabehlice-pracska/2794463820
56,2+kk,B,Novostavba,praha 10,9280000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-dolni-mecholupy-honzikova/3029992012
49,2+kk,A,Novostavba,praha 9,8100000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-vysocany-u-lidoveho-domu/3925152332
130,5+kk,B,Novostavba,praha 6,18916464,https://www.sreality.cz/detail/prodej/byt/5+kk/praha-suchdol-u-hotelu/59413068
49,2+kk,A,Novostavba,praha 9,8050000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-vysocany-u-lidoveho-domu/1240797772
22,1+kk,C,V dobrém stavu,praha 8,3750000,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-kobylisy-kyselova/709694028
29,1+kk,B,Novostavba,praha 10,5270744,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-zabehlice-milinska/2031813196
28,1+kk,G,Po rekonstrukci,praha 10,4305000,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-vrsovice-zitomirska/3965989452
84,4+kk,G,Ve velmi dobrém stavu,praha 4,8990000,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-kamyk-zarubova/1226506828
51,2+kk,C,Ve velmi dobrém stavu,praha 5,8600000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-praha-plzenska/82698828
63,3+kk,G,Ve velmi dobrém stavu,praha 5,8300000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-smichov-radlicka/3873968716
50,2+kk,G,V dobrém stavu,praha 10,8168000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-vrsovice-zitomirska/3745550924
116,4+kk,G,Ve velmi dobrém stavu,praha 3,22973000,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-zizkov-borivojova/1689592396
56,2+kk,G,Ve velmi dobrém stavu,stredni-cechy,4350000,https://www.sreality.cz/detail/prodej/byt/2+kk/vinarice-vinarice-/3797467724
102,3+kk,B,Novostavba,stredni-cechy,15699900,https://www.sreality.cz/detail/prodej/byt/3+kk/cernosice-cernosice-riegrova/2673541708
39,1+kk,C,Ve velmi dobrém stavu,praha 9,5990000,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-letnany-miroslava-hajna/3133526604
55,3+kk,C,Ve velmi dobrém stavu,stredni-cechy,1999000,https://www.sreality.cz/detail/prodej/byt/3+kk/cervene-janovice-cervene-janovice-/277112140
57,2+kk,G,Ve velmi dobrém stavu,praha 4,7990000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-libus-v-koute/2510406220
40,2+kk,C,Po rekonstrukci,praha 5,6350000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-kosire-vrchlickeho/1534464588
110,4+kk,C,Po rekonstrukci,stredni-cechy,13990000,https://www.sreality.cz/detail/prodej/byt/4+kk/revnice-revnice-prazska/2585137740
57,2+kk,B,Novostavba,stredni-cechy,4439888,https://www.sreality.cz/detail/prodej/byt/2+kk/horovice-horovice-/1732138316
81,3+kk,B,Novostavba,praha 5,10300000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-trebonice-do-zahradek-ii/2990465612
87,4+kk,B,Novostavba,stredni-cechy,9490000,https://www.sreality.cz/detail/prodej/byt/4+kk/mlada-boleslav-mlada-boleslav-konevova/848482892
43,1+kk,B,Novostavba,stredni-cechy,3399000,https://www.sreality.cz/detail/prodej/byt/1+kk/horovice-horovice-/859723084
67,2+kk,B,Novostavba,stredni-cechy,4280000,https://www.sreality.cz/detail/prodej/byt/2+kk/horovice-horovice-/1832801612
50,2+kk,C,Novostavba,praha 5,7448560,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-reporyje-dalejska/623294284
45,2+kk,B,Po rekonstrukci,stredni-cechy,4395000,https://www.sreality.cz/detail/prodej/byt/2+kk/kolin-kolin-ii-fugnerova/22925900
50,2+kk,C,Novostavba,praha 5,8309840,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-reporyje-dalejska/3075913548
69,3+kk,G,Ve velmi dobrém stavu,stredni-cechy,4690000,https://www.sreality.cz/detail/prodej/byt/3+kk/lysa-nad-labem-lysa-nad-labem-okruzni/2088112716
88,4+kk,G,Ve velmi dobrém stavu,stredni-cechy,3950000,https://www.sreality.cz/detail/prodej/byt/4+kk/melnicke-vtelno-radoun-chorusicka/2159284812
92,4+kk,G,Ve velmi dobrém stavu,praha 4,12100000,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-nusle-lounskych/1948160588
50,2+kk,D,Novostavba,stredni-cechy,5970000,https://www.sreality.cz/detail/prodej/byt/2+kk/prezletice-prezletice-pod-zahrady/690950732
63,3+kk,D,V dobrém stavu,stredni-cechy,6400000,https://www.sreality.cz/detail/prodej/byt/3+kk/beroun-beroun-mesto-preislerova/4040241740
84,3+kk,C,Novostavba,praha 5,13760000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-kosire-plzenska/2344882764
110,4+kk,A,Novostavba,stredni-cechy,11100000,https://www.sreality.cz/detail/prodej/byt/4+kk/unhost-unhost-v-zatisi/1155215948
47,2+kk,B,Novostavba,praha 4,7217709,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-haje-stichova/2299531852
